l_hs 	m_s 	T_c^EX 	v_h^EX 	v_s^EX 	T1_c^PT 	v1_h^T 	v1_s^T 	v1_h^F 	v1_s^F
0.266667	67.5	107.333	154.51	164.697	107.333	-154.51	4.2005e-06	-1.10698e-07	-164.697	
0.266667	68.3333	109.125	150.466	160.387	109.125	150.466	-4.7292e-06	-1.71609e-05	-160.387	
0.266667	69.1667	110.908	146.259	155.903	110.908	-146.259	2.42341e-05	-3.17138e-05	-155.903	
0.266667	70	112.685	141.874	151.228	112.685	-141.874	6.89322e-06	5.22962e-06	-151.228	
0.266667	70.8333	114.455	137.294	146.346	114.455	137.294	5.17399e-06	8.22833e-06	146.346	
0.266667	71.6667	116.218	132.499	141.235	116.218	132.499	-6.11501e-06	-6.18456e-05	-141.235	
0.266667	72.5	117.975	127.464	135.868	117.975	127.464	-2.42964e-05	2.8044e-05	135.868	
0.266667	73.3333	119.726	122.16	130.214	119.726	122.16	1.70624e-05	2.53682e-06	-130.214	
0.266667	74.1667	121.472	116.55	124.235	121.472	-116.55	-3.62039e-06	-2.77154e-05	-124.235	
0.266667	75	123.212	110.588	117.879	123.212	-110.588	5.59048e-06	-2.04693e-05	-117.879	
0.266667	75.8333	124.947	104.212	111.084	124.947	104.212	3.70638e-06	2.07226e-05	-111.084	
0.266667	76.6667	126.677	97.3433	103.761	126.677	-97.3433	1.71218e-05	9.09281e-07	-103.761	
0.266667	77.5	128.402	89.8668	95.792	128.402	-89.8668	-4.4023e-06	-6.47041e-06	-95.792	
0.266667	78.3333	130.123	81.6165	86.9977	130.123	-81.6165	9.33384e-06	8.22834e-06	-86.9977	
0.266667	79.1667	131.839	72.3279	77.0967	131.839	-72.3279	2.21001e-05	-5.99113e-06	-77.0967	
0.266667	80	133.551	61.5327	65.5897	133.551	61.5327	4.82695e-07	-4.78371e-06	65.5897	
0.266667	80.8333	135.259	48.2295	51.4094	135.259	-48.2295	2.17571e-05	-7.26288e-06	-51.4094	
0.266667	81.6667	136.963	29.1678	31.091	136.963	-29.1678	3.06804e-07	-4.49123e-06	-31.091	
0.273333	37.5	6.32342	245.741	261.944	6.32342	245.741	-1.0367e-05	-2.2606e-06	-261.944	
0.273333	38.3333	16.034	244.331	260.441	16.034	244.331	-3.82675e-05	-8.0048e-05	-260.441	
0.273333	39.1667	21.8852	242.882	258.896	21.8852	242.882	-3.65366e-05	1.84096e-05	-258.896	
0.273333	40	26.5633	241.392	257.308	26.5633	241.392	-2.63939e-06	1.45362e-05	-257.308	
0.273333	40.8333	30.6109	239.862	255.676	30.6109	239.862	1.87112e-05	-2.58167e-05	255.676	
0.273333	41.6667	34.2523	238.289	254.001	34.2523	238.289	8.15167e-05	-3.26268e-05	-254.001	
0.273333	42.5	37.6056	236.675	252.279	37.6056	236.675	-1.09185e-06	-4.23746e-05	-252.279	
0.273333	43.3333	40.742	235.017	250.512	40.742	235.017	2.8062e-05	-4.40025e-05	-250.512	
0.273333	44.1667	43.7083	233.314	248.697	43.7083	233.314	-4.80098e-06	-1.82097e-05	248.697	
0.273333	45	46.537	231.566	246.834	46.537	231.566	-6.43173e-06	-6.65117e-07	246.834	
0.273333	45.8333	49.2518	229.772	244.922	49.2518	229.772	3.41198e-06	2.84039e-05	-244.922	
0.273333	46.6667	51.8706	227.931	242.959	51.8706	227.931	-4.17609e-06	-2.11075e-05	-242.959	
0.273333	47.5	54.4072	226.041	240.944	54.4072	226.041	-1.32708e-05	1.96193e-05	-240.944	
0.273333	48.3333	56.8727	224.101	238.876	56.8727	224.101	-5.72988e-06	-2.75455e-05	-238.876	
0.273333	49.1667	59.276	222.11	236.754	59.276	222.11	2.26322e-05	-1.73044e-05	-236.754	
0.273333	50	61.6242	220.066	234.576	61.6242	220.066	-3.83883e-05	-2.21577e-06	-234.576	
0.273333	50.8333	63.9235	217.969	232.34	63.9235	-217.969	-2.68301e-06	2.42177e-06	-232.34	
0.273333	51.6667	66.1791	215.816	230.045	66.1797	215.815	-1.98046e-05	-4.66297e-06	230.045	
0.273333	52.5	68.3951	213.605	227.689	68.3952	-213.605	-7.98803e-05	7.08483e-05	-227.689	
0.273333	53.3333	70.5753	211.336	225.27	70.5753	211.336	-7.26382e-05	1.2474e-05	225.27	
0.273333	54.1667	72.723	209.005	222.786	72.723	-209.005	-2.42944e-05	3.58218e-05	-222.786	
0.273333	55	74.841	206.612	220.235	74.841	206.612	-2.24188e-05	5.2924e-06	-220.235	
0.273333	55.8333	76.9316	204.153	217.614	76.9351	204.149	-2.10938e-05	-5.55114e-06	-217.613	
0.273333	56.6667	78.9972	201.627	214.921	78.9972	-201.627	7.39064e-05	-1.10538e-05	-214.921	
0.273333	57.5	81.0395	199.031	212.153	81.0395	199.031	-5.44495e-06	2.22661e-05	-212.153	
0.273333	58.3333	83.0603	196.361	209.308	83.0603	-196.361	-1.0574e-05	9.92229e-06	-209.308	
0.273333	59.1667	85.0612	193.616	206.381	85.0612	193.616	3.21593e-06	-5.31763e-06	-206.381	
0.273333	60	87.0435	190.791	203.37	87.0435	190.791	-9.11221e-06	3.09099e-05	-203.37	
0.273333	60.8333	89.0085	187.883	200.271	89.0085	-187.883	-2.97885e-05	-1.10508e-05	-200.271	
0.273333	61.6667	90.9572	184.889	197.079	90.9572	-184.889	-7.86019e-05	9.5861e-06	-197.079	
0.273333	62.5	92.8907	181.803	193.79	92.8907	181.803	-3.6999e-05	3.43775e-05	-193.79	
0.273333	63.3333	94.81	178.622	190.399	94.81	-178.622	-3.40324e-06	-5.82808e-06	-190.399	
0.273333	64.1667	96.7159	175.34	186.901	96.7159	-175.34	2.86616e-05	-7.62263e-06	-186.901	
0.273333	65	98.6091	171.951	183.288	98.6091	171.951	1.23344e-05	-6.96345e-06	-183.288	
0.273333	65.8333	100.49	168.449	179.555	100.49	-168.449	9.57469e-05	1.15965e-05	-179.555	
0.273333	66.6667	102.36	164.826	175.693	102.36	164.826	-3.0744e-05	-2.83146e-05	-175.693	
0.273333	67.5	104.22	161.075	171.695	104.22	-161.075	3.7157e-05	-8.00677e-06	-171.695	
0.273333	68.3333	106.069	157.186	167.549	106.069	-157.186	7.14066e-06	1.002e-06	-167.549	
0.273333	69.1667	107.909	153.148	163.246	107.909	-153.148	-2.05256e-05	2.10639e-06	-163.246	
0.273333	70	109.739	148.951	158.772	109.739	-148.951	2.32288e-05	2.87368e-05	-158.772	
0.273333	70.8333	111.561	144.579	154.111	111.561	144.579	1.06371e-05	-2.66818e-06	-154.111	
0.273333	71.6667	113.375	140.016	149.248	113.375	-140.016	2.00958e-05	2.75028e-05	-149.248	
0.273333	72.5	115.181	135.244	144.161	115.181	135.244	1.86513e-05	8.24361e-06	-144.161	
0.273333	73.3333	116.979	130.239	138.826	116.979	-130.239	-3.24104e-06	-5.94012e-06	-138.826	
0.273333	74.1667	118.77	124.972	133.212	118.77	-124.972	2.62113e-06	-1.14885e-05	-133.212	
0.273333	75	120.555	119.41	127.283	120.555	-119.41	4.06437e-05	-4.90235e-06	127.283	
0.273333	75.8333	122.333	113.51	120.994	122.333	-113.51	3.55172e-05	-7.75874e-06	-120.994	
0.273333	76.6667	124.104	107.214	114.283	124.104	107.214	-9.97432e-06	-1.83392e-05	-114.283	
0.273333	77.5	125.87	100.449	107.072	125.87	-100.449	1.24666e-05	-4.08249e-06	-107.072	
0.273333	78.3333	127.63	93.1132	99.2525	127.63	-93.1133	-2.29213e-06	-2.48025e-05	-99.2525	
0.273333	79.1667	129.384	85.0584	90.6665	129.384	-85.0584	3.85185e-06	3.40086e-05	-90.6665	
0.273333	80	131.133	76.0565	81.0711	131.133	-76.0565	-3.3874e-05	1.74507e-05	-81.0711	
0.273333	80.8333	132.877	65.7195	70.0526	132.877	65.7196	1.71918e-05	-3.71722e-05	-70.0526	
0.273333	81.6667	134.616	53.2761	56.7888	134.616	-53.2761	5.91681e-06	-2.09459e-05	-56.7888	
0.273333	82.5	136.351	36.6394	39.0551	136.351	-36.6394	3.11348e-05	1.48968e-07	-39.0551	
0.28	40	3.55563	245.918	262.132	3.55561	245.918	-2.23262e-05	5.2741e-06	262.132	
0.28	40.8333	15.6445	244.41	260.525	15.6445	244.41	-6.00461e-06	-7.144e-05	-260.525	
0.28	41.6667	21.9464	242.862	258.875	21.9464	242.862	2.68199e-05	-2.76843e-05	-258.875	
0.28	42.5	26.8947	241.272	257.18	26.8947	241.272	1.44767e-05	-5.89484e-05	-257.18	
0.28	43.3333	31.1415	239.64	255.44	31.1404	239.64	-2.01576e-05	1.20267e-05	-255.44	
0.28	44.1667	34.9434	237.964	253.654	34.9434	237.964	-1.01097e-05	2.43309e-05	-253.654	
0.28	45	38.4328	236.245	251.821	38.4328	236.245	3.46744e-06	-3.21635e-05	-251.821	
0.28	45.8333	41.6882	234.48	249.94	41.6866	234.481	-2.3805e-07	6.51816e-06	-249.94	
0.28	46.6667	44.7606	232.669	248.01	44.7606	232.669	9.16258e-06	-6.07325e-06	-248.01	
0.28	47.5	47.6855	230.811	246.029	47.6855	230.811	6.7312e-06	5.31267e-06	-246.029	
0.28	48.3333	50.4885	228.904	243.997	50.4885	228.904	3.12708e-06	6.12995e-06	-243.997	
0.28	49.1667	53.1889	226.948	241.912	53.1889	226.948	-3.87653e-06	1.72973e-05	-241.912	
0.28	50	55.8015	224.941	239.772	55.8015	224.941	8.87747e-06	2.6812e-05	-239.772	
0.28	50.8333	58.3382	222.882	237.577	58.3382	222.882	-3.15137e-05	3.42415e-05	-237.577	
0.28	51.6667	60.8085	220.769	235.325	60.8085	220.769	-2.23659e-05	1.63657e-05	235.325	
0.28	52.5	63.2201	218.601	233.014	63.2201	218.601	-1.71168e-05	1.00994e-05	-233.014	
0.28	53.3333	65.5795	216.376	230.642	65.5795	216.376	2.98267e-05	-1.90246e-06	230.642	
0.28	54.1667	67.8922	214.092	228.208	67.8949	214.089	2.01282e-05	-2.47912e-05	-228.207	
0.28	55	70.1628	211.747	225.709	70.1628	211.747	6.47784e-05	1.98999e-05	-225.709	
0.28	55.8333	72.3953	209.34	223.143	72.3953	209.34	6.93663e-06	-3.90342e-05	-223.143	
0.28	56.6667	74.593	206.868	220.508	74.593	-206.868	-6.09463e-06	2.08619e-06	-220.508	
0.28	57.5	76.759	204.329	217.801	76.759	204.329	2.3792e-06	-7.12046e-06	-217.801	
0.28	58.3333	78.8958	201.72	215.02	78.8968	201.719	4.87156e-06	1.05914e-05	-215.02	
0.28	59.1667	81.0058	199.039	212.162	81.0058	199.039	9.07796e-06	-1.70945e-05	-212.162	
0.28	60	83.0911	196.282	209.223	83.0911	196.282	2.39964e-05	-2.97757e-06	209.223	
0.28	60.8333	85.1533	193.446	206.201	85.1533	-193.446	1.00128e-07	-6.78081e-05	-206.201	
0.28	61.6667	87.1943	190.529	203.091	87.1943	190.529	3.2162e-05	3.43525e-06	-203.091	
0.28	62.5	89.2154	187.525	199.889	89.2154	187.525	-4.6878e-06	-3.83176e-05	-199.889	
0.28	63.3333	91.2179	184.431	196.591	91.2179	184.431	1.86364e-05	1.41321e-05	-196.591	
0.28	64.1667	93.2031	181.242	193.192	93.2031	181.242	3.55665e-05	-7.40669e-06	-193.192	
0.28	65	95.172	177.954	189.687	95.172	177.954	-2.70276e-05	6.04877e-06	-189.687	
0.28	65.8333	97.1257	174.559	186.069	97.1256	-174.559	-7.69934e-05	4.02621e-06	186.069	
0.28	66.6667	99.0649	171.053	182.331	99.0649	-171.053	1.68893e-06	3.51705e-05	-182.331	
0.28	67.5	100.991	167.428	178.467	100.991	-167.428	1.44941e-05	-4.92415e-06	-178.467	
0.28	68.3333	102.904	163.676	174.468	102.904	-163.676	1.24079e-06	-4.38363e-06	174.468	
0.28	69.1667	104.804	159.789	170.324	104.804	159.789	-3.99455e-06	-5.4203e-06	-170.324	
0.28	70	106.694	155.755	166.025	106.694	-155.755	-1.47342e-05	-5.21684e-06	-166.025	
0.28	70.8333	108.572	151.564	161.557	108.572	151.564	3.19499e-06	-6.1217e-06	161.557	
0.28	71.6667	110.441	147.202	156.908	110.441	147.202	1.98969e-05	4.47748e-06	-156.908	
0.28	72.5	112.299	142.653	152.059	112.299	142.653	-1.15692e-05	4.04554e-06	-152.059	
0.28	73.3333	114.149	137.899	146.992	114.148	137.9	2.03081e-05	-1.12328e-05	-146.992	
0.28	74.1667	115.989	132.918	141.682	115.989	132.919	3.68276e-05	-2.76416e-06	-141.682	
0.28	75	117.821	127.684	136.102	117.821	127.684	9.96651e-06	2.32343e-05	-136.102	
0.28	75.8333	119.645	122.162	130.217	119.645	-122.163	3.11417e-05	1.84185e-05	-130.217	
0.28	76.6667	121.461	116.314	123.983	121.461	116.314	-2.03671e-06	6.93932e-06	123.983	
0.28	77.5	123.27	110.087	117.345	123.27	-110.087	-1.59621e-05	1.7711e-05	-117.345	
0.28	78.3333	125.072	103.411	110.229	125.072	-103.411	-2.46746e-05	5.10673e-06	-110.23	
0.28	79.1667	126.867	96.195	102.537	126.867	-96.1951	2.16485e-05	-2.51235e-05	-102.537	
0.28	80	128.655	88.3053	94.1275	128.655	-88.3053	8.02498e-05	-1.87041e-05	-94.1275	
0.28	80.8333	130.438	79.542	84.7864	130.438	79.542	-3.40927e-05	1.7461e-05	-84.7864	
0.28	81.6667	132.214	69.5758	74.1631	132.214	69.5758	-8.46207e-06	-2.99887e-05	74.1631	
0.28	82.5	133.985	57.7876	61.5977	133.985	-57.7876	8.97503e-06	2.57689e-06	-61.5977	
0.28	83.3333	135.751	42.6941	45.509	135.751	-42.6941	3.58429e-06	-2.41956e-05	-45.509	
0.28	84.1667	137.511	17.0563	18.1809	137.517	-16.8926	-7.69802e-06	2.55228e-05	-18.1465	
0.286667	42.5	5.32319	245.816	262.024	5.32319	245.816	3.89152e-05	1.70599e-05	-262.024	
0.286667	43.3333	16.5994	244.209	260.31	16.5994	244.209	8.44049e-06	-3.02419e-07	-260.31	
0.286667	44.1667	22.9684	242.559	258.551	22.9684	242.559	-2.65634e-05	1.20166e-05	-258.551	
0.286667	45	28.0062	240.865	256.747	28.0062	240.866	-1.28702e-05	-2.10281e-05	-256.746	
0.286667	45.8333	32.3412	239.128	254.895	32.3412	239.128	-6.77485e-05	2.78387e-06	-254.895	
0.286667	46.6667	36.2265	237.346	252.995	36.2265	237.346	-1.56143e-05	-3.40668e-06	-252.995	
0.286667	47.5	39.794	235.519	251.047	39.794	235.519	1.8399e-05	3.54289e-06	-251.047	
0.286667	48.3333	43.1227	233.644	249.048	43.1209	233.645	1.87605e-05	-5.18345e-05	-249.049	
0.286667	49.1667	46.2642	231.72	246.999	46.2642	231.72	1.056e-05	1.68404e-06	-246.999	
