-0.25000000000000000000 -126093023.94785788655281066895 244.50000000000000000000 0.00000000000000000000
-0.24984999999999998876 -126093028.94735671579837799072 244.50030000000000995897 0.00000000000000000000
-0.24970000000000000528 -126093033.94546678662300109863 244.50059999999999149622 0.00000000000000000000
-0.24954999999999999405 -126093038.94218811392784118652 244.50090000000000145519 0.00000000000000000000
-0.24940000000000001057 -126093043.93752063810825347900 244.50120000000001141416 0.00000000000000000000
-0.24924999999999999933 -126093048.93146444857120513916 244.50149999999999295142 0.00000000000000000000
-0.24909999999999998810 -126093053.92401950061321258545 244.50180000000000291038 0.00000000000000000000
-0.24895000000000000462 -126093058.91518573462963104248 244.50210000000001286935 0.00000000000000000000
-0.24879999999999999338 -126093063.90496319532394409180 244.50239999999999440661 0.00000000000000000000
-0.24865000000000000990 -126093068.89335188269615173340 244.50270000000000436557 0.00000000000000000000
-0.24849999999999999867 -126093073.88035178184509277344 244.50299999999998590283 0.00000000000000000000
-0.24834999999999998743 -126093078.86596290767192840576 244.50329999999999586180 0.00000000000000000000
-0.24820000000000000395 -126093083.85018517076969146729 244.50360000000000582077 0.00000000000000000000
-0.24804999999999999272 -126093088.83301869034767150879 244.50389999999998735802 0.00000000000000000000
-0.24790000000000000924 -126093093.81446337699890136719 244.50419999999999731699 0.00000000000000000000
-0.24774999999999999800 -126093098.79451927542686462402 244.50450000000000727596 0.00000000000000000000
-0.24759999999999998677 -126093103.77318634092807769775 244.50479999999998881322 0.00000000000000000000
-0.24745000000000000329 -126093108.75046458840370178223 244.50509999999999877218 0.00000000000000000000
-0.24729999999999999205 -126093113.72635398805141448975 244.50540000000000873115 0.00000000000000000000
-0.24715000000000000857 -126093118.70085456967353820801 244.50569999999999026841 0.00000000000000000000
-0.24699999999999999734 -126093123.67396636307239532471 244.50600000000000022737 0.00000000000000000000
-0.24685000000000001386 -126093128.64568920433521270752 244.50630000000001018634 0.00000000000000000000
-0.24670000000000000262 -126093133.61602328717708587646 244.50659999999999172360 0.00000000000000000000
-0.24654999999999999138 -126093138.58496844768524169922 244.50690000000000168257 0.00000000000000000000
-0.24640000000000000790 -126093143.55252480506896972656 244.50720000000001164153 0.00000000000000000000
-0.24624999999999999667 -126093148.51869228482246398926 244.50749999999999317879 0.00000000000000000000
-0.24610000000000001319 -126093153.48347091674804687500 244.50780000000000313776 0.00000000000000000000
-0.24595000000000000195 -126093158.44686065614223480225 244.50810000000001309672 0.00000000000000000000
-0.24579999999999999072 -126093163.40886154770851135254 244.50839999999999463398 0.00000000000000000000
-0.24565000000000000724 -126093168.36947353184223175049 244.50870000000000459295 0.00000000000000000000
-0.24549999999999999600 -126093173.32869668304920196533 244.50899999999998613021 0.00000000000000000000
-0.24535000000000001252 -126093178.28653088212013244629 244.50929999999999608917 0.00000000000000000000
-0.24520000000000000129 -126093183.24297620356082916260 244.50960000000000604814 0.00000000000000000000
-0.24504999999999999005 -126093188.19803261756896972656 244.50989999999998758540 0.00000000000000000000
-0.24490000000000000657 -126093193.15170007944107055664 244.51019999999999754436 0.00000000000000000000
-0.24474999999999999534 -126093198.10397875308990478516 244.51050000000000750333 0.00000000000000000000
-0.24460000000000001186 -126093203.05486845970153808594 244.51079999999998904059 0.00000000000000000000
-0.24445000000000000062 -126093208.00436924397945404053 244.51109999999999899956 0.00000000000000000000
-0.24429999999999998939 -126093212.95248109102249145508 244.51140000000000895852 0.00000000000000000000
-0.24415000000000000591 -126093217.89920398592948913574 244.51169999999999049578 0.00000000000000000000
-0.24399999999999999467 -126093222.84453800320625305176 244.51200000000000045475 0.00000000000000000000
-0.24385000000000001119 -126093227.78848303854465484619 244.51230000000001041371 0.00000000000000000000
-0.24369999999999999996 -126093232.73103915154933929443 244.51259999999999195097 0.00000000000000000000
-0.24354999999999998872 -126093237.67220626771450042725 244.51290000000000190994 0.00000000000000000000
