40	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
40.3518	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
40.7035	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
41.0553	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
41.407	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
41.7588	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
42.1106	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
42.4623	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
42.8141	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
43.1658	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
43.5176	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
43.8693	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
44.2211	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
44.5729	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
44.9246	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
45.2764	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
45.6281	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
45.9799	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
46.3317	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
46.6834	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
47.0352	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
47.3869	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
47.7387	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
48.0905	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
48.4422	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
48.794	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
49.1457	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
49.4975	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
49.8492	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
50.201	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
50.5528	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
50.9045	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
51.2563	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
51.608	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
51.9598	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
52.3116	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
52.6633	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
53.0151	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
53.3668	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
53.7186	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
54.0704	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
54.4221	0.1	0.3	-2	0	0	0	0	0	346	1	0	0	1	
54.7739	0.1	0.3	1	20.9738	0	244.394	262.029	0	346	1	0	0	1	
55.1256	0.1	0.3	1	30.778	0	242.822	258.815	0	346	1	0	0	1	
55.4774	0.1	0.3	1	36.0313	0	241.48	256.568	0	346	1	0	0	1	
55.8291	0.1	0.3	1	39.9353	0	240.211	254.654	0	346	1	0	0	1	
56.1809	0.1	0.3	1	43.1391	0	238.978	252.924	0	346	1	0	0	1	
56.5327	0.1	0.3	1	45.9015	0	237.765	251.314	0	346	1	0	0	1	
56.8844	0.1	0.3	1	48.3551	0	236.565	249.791	0	346	1	0	0	1	
57.2362	0.1	0.3	1	50.5778	0	235.372	248.335	0	346	1	0	0	1	
57.5879	0.1	0.3	1	52.62	0	234.182	246.93	0	346	1	0	0	1	
57.9397	0.1	0.3	1	54.516	0	232.993	245.569	0	346	1	0	0	1	
58.2915	0.1	0.3	1	56.2907	0	231.803	244.245	0	346	1	0	0	1	
58.6432	0.1	0.3	1	57.9624	0	230.611	242.951	0	346	1	0	0	1	
58.995	0.1	0.3	1	59.5455	0	229.416	241.684	0	346	1	0	0	1	
59.3467	0.1	0.3	1	61.051	0	228.217	240.442	0	346	1	0	0	1	
